"V1" "V2" "V3" "V4"
"1120" "PRNP" "GO:1901379" "regulation of potassium ion transmembrane transport" "Any process that modulates the frequency, rate or extent of potassium ion transmembrane transport."
"1121" "PRNP" "GO:1902430" "negative regulation of beta-amyloid formation" "Any process that stops, prevents or reduces the frequency, rate or extent of beta-amyloid formation."
"1122" "PRNP" "GO:1902938" "regulation of intracellular calcium activated chloride channel activity" "Any process that modulates the frequency, rate or extent of intracellular calcium activated chloride channel activity."
"1123" "PRNP" "GO:1902951" "negative regulation of dendritic spine maintenance" "Any process that stops, prevents or reduces the frequency, rate or extent of dendritic spine maintenance."
"1124" "PRNP" "GO:1902992" "negative regulation of amyloid precursor protein catabolic process" "Any process that stops, prevents or reduces the frequency, rate or extent of amyloid precursor protein catabolic process."
"1125" "PRNP" "GO:1903078" "positive regulation of protein localization to plasma membrane" "Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane."
"1126" "PRNP" "GO:1903135" "cupric ion binding" "Interacting selectively and non-covalently with cupric ion, copper(2+)."
"1127" "PRNP" "GO:1903136" "cuprous ion binding" "Interacting selectively and non-covalently with cuprous ion, copper(1+)."
"1128" "PRNP" "GO:1904645" "response to beta-amyloid" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a beta-amyloid stimulus."
"1129" "PRNP" "GO:1904646" "cellular response to beta-amyloid" "Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a beta-amyloid stimulus."
"1130" NA NA NA NA
"1131" "PRNP" "GO:1990535" "neuron projection maintenance" "The organization process that preserves a neuron projection in a stable functional or structural state. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."
"1132" "PRNP" "GO:0031805" "type 8 metabotropic glutamate receptor binding" "Interacting selectively and non-covalently with a type 8 metabotropic glutamate receptor."
"1133" "PRNP" "GO:0030425" "dendrite" "A neuron projection that has a short, tapering, often branched, morphology, receives and integrates signals from other neurons or from sensory stimuli, and conducts a nerve impulse towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."
"1134" NA NA NA NA
"1135" "SEMG1" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1136" "SEMG1" "GO:0005576" "extracellular region" "The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"1137" "SEMG1" "GO:0005615" "extracellular space" "That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"1138" "SEMG1" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"1139" "SEMG1" "GO:0007320" "insemination" "The introduction of semen or sperm into the genital tract of a female."
"1140" "SEMG1" "GO:0019730" "antimicrobial humoral response" "An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."
"1141" "SEMG1" "GO:0019731" "antibacterial humoral response" "An immune response against bacteria mediated through a body fluid. Examples of this process are the antibacterial humoral responses in Mus musculus and Drosophila melanogaster."
"1142" "SEMG1" "GO:0032991" "macromolecular complex" "A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which the constituent parts function together."
"1143" "SEMG1" "GO:0044267" "cellular protein metabolic process" "The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification."
"1144" "SEMG1" "GO:0046872" "metal ion binding" "Interacting selectively and non-covalently with any metal ion."
"1145" "SEMG1" "GO:0050817" "coagulation" "The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."
"1146" "SEMG1" "GO:0051291" "protein heterooligomerization" "The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers that are not all identical. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."
"1147" "SEMG1" "GO:0070062" "extracellular exosome" "A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."
"1148" "SEMG1" "GO:0090281" "negative regulation of calcium ion import" "Any process that decreases the rate, frequency, or extent of the directed movement of calcium ions into a cell or organelle."
"1149" "SEMG1" "GO:1900005" "positive regulation of serine-type endopeptidase activity" "Any process that activates or increases the frequency, rate or extent of serine-type endopeptidase activity."
"1150" "SEMG1" "GO:1901318" "negative regulation of flagellated sperm motility" "Any process that stops, prevents or reduces the frequency, rate or extent of flagellated sperm motility."
"1151" "RPN2" "GO:0000421" "autophagosome membrane" "The lipid bilayer surrounding an autophagosome, a double-membrane-bounded vesicle in which endogenous cellular material is sequestered."
"1152" "RPN2" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1153" "RPN2" "GO:0005789" "endoplasmic reticulum membrane" "The lipid bilayer surrounding the endoplasmic reticulum."
"1154" "RPN2" "GO:0005791" "rough endoplasmic reticulum" "The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."
"1155" "RPN2" "GO:0006464" "cellular protein modification process" "The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."
"1156" "RPN2" "GO:0006487" "protein N-linked glycosylation" "A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan."
"1157" "RPN2" "GO:0007568" "aging" "A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700)."
"1158" "RPN2" "GO:0008250" "oligosaccharyltransferase complex" "A protein complex that is found in the endoplasmic reticulum membrane of eukaryotes and transfers lipid-linked oligosaccharide precursor to asparagine residues on nascent proteins. In yeast, the complex includes at least nine different subunits, whereas in mammalian cells at least three different forms of the complex have been detected."
"1159" "RPN2" "GO:0016020" "membrane" "A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"1160" "RPN2" "GO:0016021" "integral component of membrane" "The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"1161" "RPN2" "GO:0018279" "protein N-linked glycosylation via asparagine" "The glycosylation of protein via the N4 atom of peptidyl-asparagine forming N4-glycosyl-L-asparagine; the most common form is N-acetylglucosaminyl asparagine; N-acetylgalactosaminyl asparagine and N4 glucosyl asparagine also occur. This modification typically occurs in extracellular peptides with an N-X-(ST) motif. Partial modification has been observed to occur with cysteine, rather than serine or threonine, in the third position; secondary structure features are important, and proline in the second or fourth positions inhibits modification."
"1162" "RPN2" "GO:0042493" "response to drug" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a drug stimulus. A drug is a substance used in the diagnosis, treatment or prevention of a disease."
"1163" "RPN2" "GO:0043022" "ribosome binding" "Interacting selectively and non-covalently with any part of a ribosome."
"1164" "RPN2" "GO:0004579" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" "Catalysis of the reaction: dolichyl diphosphooligosaccharide + protein L-asparagine = dolichyl diphosphate + a glycoprotein with the oligosaccharide chain attached by glycosylamine linkage to protein L-asparagine."
"1165" "CHGB" "GO:0005179" "hormone activity" "The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process."
"1166" "CHGB" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1167" "CHGB" "GO:0005576" "extracellular region" "The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"1168" "CHGB" "GO:0005788" "endoplasmic reticulum lumen" "The volume enclosed by the membranes of the endoplasmic reticulum."
"1169" "CHGB" "GO:0010469" "regulation of receptor activity" "Any process that modulates the frequency, rate or extent of receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."
"1170" "CHGB" "GO:0030141" "secretory granule" "A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."
"1171" "CHGB" "GO:0043687" "post-translational protein modification" "The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."
"1172" "CHGB" "GO:0044267" "cellular protein metabolic process" "The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification."
"1173" "CENPB" "GO:0000775" "chromosome, centromeric region" "The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."
"1174" "CENPB" "GO:0000780" "condensed nuclear chromosome, centromeric region" "The region of a condensed nuclear chromosome that includes the centromere and associated proteins, including the kinetochore. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."
"1175" "CENPB" "GO:0003682" "chromatin binding" "Interacting selectively and non-covalently with chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase."
"1176" "CENPB" "GO:0003696" "satellite DNA binding" "Interacting selectively and non-covalently with satellite DNA, the many tandem repeats (identical or related) of a short basic repeating unit; many have a base composition or other property different from the genome average that allows them to be separated from the bulk (main band) genomic DNA."
"1177" "CENPB" "GO:0005694" "chromosome" "A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."
"1178" "CENPB" "GO:0016604" "nuclear body" "Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."
"1179" "CENPB" "GO:0019237" "centromeric DNA binding" "Interacting selectively and non-covalently with a centromere, a region of chromosome where the spindle fibers attach during mitosis and meiosis."
"1180" "CENPB" "GO:0031618" "nuclear pericentric heterochromatin" "Nuclear heterochromatin that is located adjacent to the CENP-A rich centromere 'central core' and characterized by the modified histone H3K9me3."
"1181" "CENPB" "GO:0043565" "sequence-specific DNA binding" "Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"1182" "THBD" "GO:0004872" "receptor activity" "Combining with an extracellular or intracellular messenger to initiate a change in cell activity."
"1183" "THBD" "GO:0004888" "transmembrane signaling receptor activity" "Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction."
"1184" "THBD" "GO:0005509" "calcium ion binding" "Interacting selectively and non-covalently with calcium ions (Ca2+)."
"1185" "THBD" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1186" "THBD" "GO:0005615" "extracellular space" "That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"1187" "THBD" "GO:0005774" "vacuolar membrane" "The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell."
"1188" "THBD" "GO:0005886" "plasma membrane" "The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"1189" "THBD" "GO:0005887" "integral component of plasma membrane" "The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"1190" "THBD" "GO:0007165" "signal transduction" "The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"1191" "THBD" "GO:0007565" "female pregnancy" "The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."
"1192" "THBD" "GO:0007596" "blood coagulation" "The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."
"1193" "THBD" "GO:0009986" "cell surface" "The external part of the cell wall and/or plasma membrane."
"1194" "THBD" "GO:0010165" "response to X-ray" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."
"1195" "THBD" "GO:0010544" "negative regulation of platelet activation" "Any process that decreases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."
"1196" "THBD" "GO:0016327" "apicolateral plasma membrane" "The apical end of the lateral plasma membrane of epithelial cells."
"1197" "THBD" "GO:0030195" "negative regulation of blood coagulation" "Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."
"1198" "THBD" "GO:0032496" "response to lipopolysaccharide" "Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."
"1199" "THBD" "GO:0050900" "leukocyte migration" "The movement of a leukocyte within or between different tissues and organs of the body."
"1200" "THBD" "GO:0051591" "response to cAMP" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate) stimulus."
"1201" "THBD" "GO:0051918" "negative regulation of fibrinolysis" "Any process that stops, prevents, or reduces the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."
"1202" "SNRPB2" "GO:0000398" "mRNA splicing, via spliceosome" "The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced."
"1203" "SNRPB2" "GO:0001650" "fibrillar center" "A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures."
"1204" "SNRPB2" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1205" "SNRPB2" "GO:0005634" "nucleus" "A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"1206" "SNRPB2" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"1207" "SNRPB2" "GO:0005681" "spliceosomal complex" "Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA."
"1208" "SNRPB2" "GO:0005685" "U1 snRNP" "A ribonucleoprotein complex that contains small nuclear RNA U1."
"1209" "SNRPB2" "GO:0005686" "U2 snRNP" "A ribonucleoprotein complex that contains small nuclear RNA U2."
"1210" "SNRPB2" "GO:0016607" "nuclear speck" "A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."
"1211" "SNRPB2" "GO:0030619" "U1 snRNA binding" "Interacting selectively and non-covalently with the U1 small nuclear RNA (U1 snRNA)."
"1212" "SNRPB2" "GO:0035614" "snRNA stem-loop binding" "Interacting selectively and non-covalently with a stem-loop in a small nuclear RNA (snRNA). An RNA stem-loop is a secondary RNA structure consisting of a double-stranded RNA (dsRNA) stem and a terminal loop."
"1213" "SNRPB2" "GO:0070990" "snRNP binding" "Interacting selectively and non-covalently with any part of a small nuclear ribonucleoprotein particle."
"1214" "SNRPB2" "GO:0071007" "U2-type catalytic step 2 spliceosome" "A spliceosomal complex that contains the U2, U5 and U6 snRNPs bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the U2, U5 and U6 snRNPs."
"1215" "SNRPB2" "GO:0071013" "catalytic step 2 spliceosome" "A spliceosomal complex that contains three snRNPs, including U5, bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the associated snRNPs."
"1216" "HCK" "GO:0001784" "phosphotyrosine binding" "Interacting selectively and non-covalently with a phosphorylated tyrosine residue within a protein."
"1217" "HCK" "GO:0002522" "leukocyte migration involved in immune response" "The movement of a leukocyte within or between different tissues and organs of the body as part of an immune response."
"1218" "HCK" "GO:0002758" "innate immune response-activating signal transduction" "The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to activation or perpetuation of an innate immune response."
"1219" "HCK" "GO:0004713" "protein tyrosine kinase activity" "Catalysis of the reaction: ATP + a protein tyrosine = ADP + protein tyrosine phosphate."
"1220" "HCK" "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" "Catalysis of the reaction: ATP + a non-membrane spanning protein L-tyrosine = ADP + a non-membrane spanning protein L-tyrosine phosphate."
"1221" "HCK" "GO:0005102" "receptor binding" "Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."
"1222" "HCK" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"1223" "HCK" "GO:0005524" "ATP binding" "Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"1224" "HCK" "GO:0005654" "nucleoplasm" "That part of the nuclear content other than the chromosomes or the nucleolus."
"1225" "HCK" "GO:0005764" "lysosome" "A small lytic vacuole that has cell cycle-independent morphology and is found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."
"1226" "HCK" "GO:0005794" "Golgi apparatus" "A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions."
"1227" "HCK" "GO:0005829" "cytosol" "The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"1228" "HCK" "GO:0005886" "plasma membrane" "The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"1229" "HCK" "GO:0005901" "caveola" "A membrane raft that forms small pit, depression, or invagination that communicates with the outside of a cell and extends inward, indenting the cytoplasm and the cell membrane. Examples include flask-shaped invaginations of the plasma membrane in adipocytes associated with caveolin proteins, and minute pits or incuppings of the cell membrane formed during pinocytosis.  Caveolae may be pinched off to form free vesicles within the cytoplasm."
"1230" "HCK" "GO:0005925" "focal adhesion" "Small region on the surface of a cell that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments."
"1231" "HCK" "GO:0006468" "protein phosphorylation" "The process of introducing a phosphate group on to a protein."
"1232" "HCK" "GO:0006954" "inflammatory response" "The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."
"1233" "HCK" "GO:0007155" "cell adhesion" "The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."
"1234" "HCK" "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway" "A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription."
"1235" "HCK" "GO:0007229" "integrin-mediated signaling pathway" "A series of molecular signals initiated by the binding of extracellular ligand to an integrin on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription."
"1236" "HCK" "GO:0007498" "mesoderm development" "The process whose specific outcome is the progression of the mesoderm over time, from its formation to the mature structure. The mesoderm is the middle germ layer that develops into muscle, bone, cartilage, blood and connective tissue."
"1237" "HCK" "GO:0008284" "positive regulation of cell proliferation" "Any process that activates or increases the rate or extent of cell proliferation."
"1238" "HCK" "GO:0008360" "regulation of cell shape" "Any process that modulates the surface configuration of a cell."
"1239" "HCK" "GO:0018108" "peptidyl-tyrosine phosphorylation" "The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."
"1240" "HCK" "GO:0019221" "cytokine-mediated signaling pathway" "A series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription."
"1241" "HCK" "GO:0030133" "transport vesicle" "Any of the vesicles of the constitutive secretory pathway, which carry cargo from the endoplasmic reticulum to the Golgi, between Golgi cisternae, from the Golgi to the ER (retrograde transport) or to destinations within or outside the cell."
"1242" "HCK" "GO:0030154" "cell differentiation" "The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
"1243" "HCK" "GO:0030838" "positive regulation of actin filament polymerization" "Any process that activates or increases the frequency, rate or extent of actin polymerization."
"1244" "HCK" "GO:0031234" "extrinsic component of cytoplasmic side of plasma membrane" "The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its cytoplasmic surface, but not integrated into the hydrophobic region."
"1245" "HCK" "GO:0031663" "lipopolysaccharide-mediated signaling pathway" "A series of molecular signals initiated by the binding of a lipopolysaccharide (LPS) to a receptor on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription. Lipopolysaccharides are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."
"1246" "HCK" "GO:0038083" "peptidyl-tyrosine autophosphorylation" "The phosphorylation by a protein of one or more of its own tyrosine amino acid residues, or a tyrosine residue on an identical protein."
"1247" "HCK" "GO:0038096" "Fc-gamma receptor signaling pathway involved in phagocytosis" "An Fc-gamma receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."
"1248" "HCK" "GO:0042995" "cell projection" "A prolongation or process extending from a cell, e.g. a flagellum or axon."
"1249" "HCK" "GO:0043066" "negative regulation of apoptotic process" "Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."
"1250" "HCK" "GO:0043299" "leukocyte degranulation" "The regulated exocytosis of secretory granules by a leukocyte."
"1251" "HCK" "GO:0045728" "respiratory burst after phagocytosis" "A phase of elevated metabolic activity, during which oxygen consumption increases, that occurs in neutrophils, monocytes, and macrophages shortly after phagocytosing material. An enhanced uptake of oxygen leads to the production, by an NADH dependent system, of hydrogen peroxide (H2O2), superoxide anions and hydroxyl radicals, which play a part in microbiocidal activity."
"1252" "HCK" "GO:0046777" "protein autophosphorylation" "The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."
"1253" "HCK" "GO:0050690" "regulation of defense response to virus by virus" "Any viral process that modulates the frequency, rate, or extent of the antiviral response of the host cell or organism."
"1254" "HCK" "GO:0050727" "regulation of inflammatory response" "Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."
"1255" "HCK" "GO:0050764" "regulation of phagocytosis" "Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."
"1256" "HCK" "GO:0051090" "regulation of sequence-specific DNA binding transcription factor activity" "Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."
"1257" "HCK" "GO:0060333" "interferon-gamma-mediated signaling pathway" "A series of molecular signals initiated by the binding of interferon-gamma to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription. Interferon gamma is the only member of the type II interferon found so far."
"1258" "HCK" "GO:0071801" "regulation of podosome assembly" "Any process that modulates the frequency, rate or extent of podosome assembly."
"1259" "HCK" "GO:2000251" "positive regulation of actin cytoskeleton reorganization" "Any process that activates or increases the frequency, rate or extent of actin cytoskeleton reorganization."
"1260" "HCK" "GO:0005884" "actin filament" "A filamentous structure formed of a two-stranded helical polymer of the protein actin and associated proteins. Actin filaments are a major component of the contractile apparatus of skeletal muscle and the microfilaments of the cytoskeleton of eukaryotic cells. The filaments, comprising polymerized globular actin molecules, appear as flexible structures with a diameter of 5-9 nm. They are organized into a variety of linear bundles, two-dimensional networks, and three dimensional gels. In the cytoskeleton they are most highly concentrated in the cortex of the cell just beneath the plasma membrane."
"1261" "CST2" "GO:0001580" "detection of chemical stimulus involved in sensory perception of bitter taste" "The series of events required for a bitter taste stimulus to be received and converted to a molecular signal."
"1262" "CST2" "GO:0002020" "protease binding" "Interacting selectively and non-covalently with any protease or peptidase."
"1263" "CST2" "GO:0004869" "cysteine-type endopeptidase inhibitor activity" "Stops, prevents or reduces the activity of a cysteine-type endopeptidase, any enzyme that hydrolyzes peptide bonds in polypeptides by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."
"1264" "CST2" "GO:0005515" "protein binding" "Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
