Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	HGNC symbol	Gene type
ENSG00000243264	89947512	89948279	1	IGKV2D-29	IG_V_gene
ENSG00000242534	89959979	89960754	1	IGKV2D-28	IG_V_gene
ENSG00000224607	89968867	89969335	1	IGKV1D-27	IG_V_pseudogene
ENSG00000211623	89985922	89986702	1	IGKV2D-26	IG_V_gene
ENSG00000254097	89989987	89990221	1	IGKV3D-25	IG_V_pseudogene
ENSG00000241566	90004797	90005629	1	IGKV2D-24	IG_V_gene
ENSG00000254345	90009402	90009927	1	IGKV2D-23	IG_V_pseudogene
ENSG00000253365	90010741	90011184	1	IGKV1D-22	IG_V_pseudogene
ENSG00000225523	90021567	90022185	1	IGKV6D-21	IG_V_gene
ENSG00000211625	90038848	90039479	1	IGKV3D-20	IG_V_gene
ENSG00000253765	90046796	90047057	1	IGKV2D-19	IG_V_pseudogene
ENSG00000254220	90052581	90053372	1	IGKV2D-18	IG_V_pseudogene
ENSG00000211626	90069662	90070238	1	IGKV6D-41	IG_V_gene
ENSG00000242766	90082635	90083291	1	IGKV1D-17	IG_V_gene
ENSG00000241244	90100236	90100738	1	IGKV1D-16	IG_V_gene
ENSG00000224041	90114838	90115402	1	IGKV3D-15	IG_V_gene
ENSG00000254292	90121786	90122564	1	IGKV2D-14	IG_V_pseudogene
ENSG00000276566	90154073	90154574	1	IGKV1D-13	IG_V_gene
ENSG00000278857	90159840	90160335	1	IGKV1D-12	IG_V_gene
ENSG00000211632	90172802	90173414	1	IGKV3D-11	IG_V_gene
ENSG00000253906	90179889	90180587	1	IGKV2D-10	IG_V_pseudogene
ENSG00000211633	90190193	90190681	1	IGKV1D-42	IG_V_gene
ENSG00000242580	90209873	90210529	1	IGKV1D-43	IG_V_gene
ENSG00000239819	90220727	90221384	1	IGKV1D-8	IG_V_gene
ENSG00000228325	90234812	90235370	1	IGKV3D-7	IG_V_gene
ENSG00000275490	90309230	90309333	1		unprocessed_pseudogene
ENSG00000270999	90315366	90315836	-1	IGKV1OR2-118	IG_V_pseudogene
ENSG00000265897	90359809	90360032	-1		processed_pseudogene
ENSG00000281904	90365737	90367699	1		lincRNA
ENSG00000230964	91578478	91578573	1		processed_pseudogene
ENSG00000261600	91580336	91580863	1		lincRNA
ENSG00000278131	91589494	91621421	1		unprocessed_pseudogene
ENSG00000143429	91617160	91659972	-1		transcribed_unprocessed_pseudogene
ENSG00000222835	91674857	91674966	1	RNA5SP100	rRNA
ENSG00000184303	91684447	91685884	-1	DRD5P1	processed_pseudogene
ENSG00000230572	91686102	91714745	-1		transcribed_unprocessed_pseudogene
ENSG00000271627	91723023	91723605	1		processed_pseudogene
ENSG00000223703	91736726	91767439	1		unprocessed_pseudogene
ENSG00000232531	91747940	91748986	-1		processed_pseudogene
ENSG00000236969	91775944	91781169	1	GGT8P	unprocessed_pseudogene
ENSG00000235235	91817771	91818248	1	IGKV1OR2-1	IG_V_pseudogene
ENSG00000214330	91840601	91843802	1	ABCD1P5	unprocessed_pseudogene
ENSG00000237085	91859384	91859481	1		processed_pseudogene
ENSG00000227497	91877969	91880195	1	PABPC1P6	processed_pseudogene
ENSG00000214329	91883076	91931714	-1	SLC9B1P2	transcribed_unprocessed_pseudogene
ENSG00000226481	91940668	91942040	1	ACTR3BP2	processed_pseudogene
ENSG00000234898	91957436	91963610	1	CHEK2P3	unprocessed_pseudogene
ENSG00000235147	92006680	92007121	-1		processed_pseudogene
ENSG00000223816	92034522	92035000	-1	IGKV1OR2-2	unprocessed_pseudogene
ENSG00000261522	94575976	94587183	-1		transcribed_unprocessed_pseudogene
ENSG00000259916	94588522	94604573	1		protein_coding
ENSG00000237383	94725674	94725935	-1	CNN2P11	processed_pseudogene
ENSG00000227265	94734655	94735844	-1		processed_pseudogene
ENSG00000213355	94737337	94738249	1	CNN2P8	processed_pseudogene
ENSG00000234837	94750582	94751293	1		processed_pseudogene
ENSG00000223564	94759259	94760279	-1	CYP4F32P	unprocessed_pseudogene
ENSG00000232502	94760774	94761116	-1		processed_pseudogene
ENSG00000235571	94786688	94787261	-1	SNX18P14	processed_pseudogene
ENSG00000204717	94795808	94806452	-1		unprocessed_pseudogene
ENSG00000229089	94811046	94857282	-1	ANKRD20A8P	protein_coding
ENSG00000212140	94846533	94846639	-1	RNU6-1320P	snRNA
ENSG00000278631	94861362	94862667	1		processed_pseudogene
ENSG00000259848	94867486	94947341	-1		transcribed_unprocessed_pseudogene
ENSG00000163060	94871433	94876829	1	TEKT4	protein_coding
ENSG00000237055	94899566	94900661	-1	MTCO1P48	processed_pseudogene
ENSG00000232128	94900990	94901602	1	MTCO3P45	processed_pseudogene
ENSG00000233158	94912432	94912831	1	RPS24P6	processed_pseudogene
ENSG00000231331	94953161	94953593	-1		unprocessed_pseudogene
ENSG00000232594	94961047	94961503	-1		unprocessed_pseudogene
ENSG00000233105	94964473	94964836	-1		unprocessed_pseudogene
ENSG00000224585	94971954	94972167	-1		unprocessed_pseudogene
ENSG00000233447	94974544	94974838	-1		unprocessed_pseudogene
ENSG00000235186	94991880	94994362	1		unprocessed_pseudogene
ENSG00000277591	95003545	95003843	-1	RN7SL575P	misc_RNA
ENSG00000233850	95025193	95026709	-1		antisense_RNA
ENSG00000172005	95025677	95053996	1	MAL	protein_coding
ENSG00000231062	95051395	95053176	-1		antisense_RNA
ENSG00000144029	95087207	95149434	-1	MRPS5	protein_coding
ENSG00000144026	95147330	95165413	-1	ZNF514	protein_coding
ENSG00000275111	95165432	95184317	1	ZNF2	protein_coding
ENSG00000275768	95196449	95197357	-1	SLC2AXP1	unprocessed_pseudogene
ENSG00000233757	95207535	95259774	1		protein_coding
ENSG00000155066	95274453	95291308	1	PROM2	protein_coding
ENSG00000115041	95297304	95386083	1	KCNIP3	protein_coding
ENSG00000235129	95368507	95368885	-1	FABP7P2	processed_pseudogene
ENSG00000115042	95402721	95416616	1	FAHD2A	protein_coding
ENSG00000248821	95413456	95414296	-1		unprocessed_pseudogene
ENSG00000233275	95434759	95435113	1		processed_pseudogene
ENSG00000227120	95436133	95436556	1		processed_pseudogene
ENSG00000204705	95450310	95451500	-1	UBTFL5	unprocessed_pseudogene
ENSG00000277747	95460144	95460336	-1		unprocessed_pseudogene
ENSG00000234903	95468863	95469778	-1		unprocessed_pseudogene
ENSG00000144010	95476967	95484731	-1	TRIM43B	protein_coding
ENSG00000238162	95485541	95485805	1		processed_pseudogene
ENSG00000223917	95486480	95488627	-1		unprocessed_pseudogene
ENSG00000237308	95496022	95496531	-1		processed_pseudogene
ENSG00000224719	95502791	95505059	1		unprocessed_pseudogene
ENSG00000226185	95514827	95520107	1	TRIM64FP	unprocessed_pseudogene
ENSG00000272913	95525109	95526702	-1		lincRNA
ENSG00000229689	95525345	95532405	1		transcribed_unprocessed_pseudogene
ENSG00000236431	95536117	95536495	-1		processed_pseudogene
ENSG00000273305	95537969	95538469	1		lincRNA
ENSG00000233037	95542730	95543230	-1		processed_pseudogene
ENSG00000168992	95546531	95547545	1	OR7E102P	unprocessed_pseudogene
ENSG00000232717	95574899	95580764	1	TRIM51JP	unprocessed_pseudogene
ENSG00000274028	95588149	95589253	1		unprocessed_pseudogene
ENSG00000230083	95590969	95591206	-1		processed_pseudogene
ENSG00000144015	95592018	95599778	1	TRIM43	protein_coding
ENSG00000236026	95606924	95607152	1		processed_pseudogene
ENSG00000271003	95607073	95616592	1		unprocessed_pseudogene
ENSG00000270193	95616492	95617233	1		processed_pseudogene
ENSG00000204699	95625213	95626236	1	UBTFL3	unprocessed_pseudogene
ENSG00000275497	95633850	95636106	1		unprocessed_pseudogene
ENSG00000235959	95640181	95640604	-1		processed_pseudogene
ENSG00000236750	95641634	95641980	-1		processed_pseudogene
ENSG00000235584	95666084	95668715	1		lincRNA
ENSG00000237510	95789654	95800166	1	GPAT2P1	transcribed_unprocessed_pseudogene
ENSG00000232931	95807118	95816215	-1	LINC00342	lincRNA
ENSG00000174501	95836919	95991831	-1	ANKRD36C	protein_coding
ENSG00000275961	96004563	96004850	-1	RN7SL210P	misc_RNA
ENSG00000231584	96010551	96023380	1	FAHD2CP	transcribed_unprocessed_pseudogene
ENSG00000186281	96021946	96039451	-1	GPAT2	protein_coding
ENSG00000274286	96112875	96116245	-1	ADRA2B	protein_coding
ENSG00000188886	96123850	96138436	-1	ASTL	protein_coding
ENSG00000158050	96143166	96145440	-1	DUSP2	protein_coding
ENSG00000228873	96145602	96147012	-1		lincRNA
ENSG00000084090	96184859	96208825	-1	STARD7	protein_coding
ENSG00000204685	96208416	96242621	1	STARD7-AS1	processed_transcript
ENSG00000135956	96248516	96265994	-1	TMEM127	protein_coding
ENSG00000144021	96266132	96273349	1	CIAO1	protein_coding
ENSG00000144028	96274336	96305515	-1	SNRNP200	protein_coding
ENSG00000230747	96307263	96321731	-1		antisense_RNA
ENSG00000198885	96325331	96330517	1	ITPRIPL1	protein_coding
ENSG00000121152	96335787	96373845	1	NCAPH	protein_coding
ENSG00000163121	96497643	96508109	-1	NEURL3	protein_coding
ENSG00000235480	96527940	96532306	-1		antisense_RNA
ENSG00000196843	96536743	96552638	1	ARID5A	protein_coding
ENSG00000114982	96593170	96642787	-1	KANSL3	protein_coding
ENSG00000249715	96642737	96704887	1	FER1L5	protein_coding
ENSG00000114988	96705929	96740064	-1	LMAN2L	protein_coding
ENSG00000158158	96760902	96811891	1	CNNM4	protein_coding
ENSG00000264157	96798278	96798353	1	MIR3127	miRNA
ENSG00000273265	96812239	96813657	-1	CNNM3-DT	lincRNA
ENSG00000168763	96816245	96833911	1	CNNM3	protein_coding
ENSG00000163126	96824526	96857934	-1	ANKRD23	protein_coding
ENSG00000213337	96836611	96858095	-1	ANKRD39	protein_coding
ENSG00000168758	96859716	96870757	-1	SEMA4C	protein_coding
ENSG00000168754	96875882	96986592	-1	FAM178B	protein_coding
ENSG00000274206	96938923	96939203	1		misc_RNA
ENSG00000252845	96956708	96956815	-1	RNA5SP101	rRNA
ENSG00000275094	97000436	97001593	-1		unprocessed_pseudogene
ENSG00000273634	97008368	97009104	-1		processed_pseudogene
ENSG00000248134	97018343	97018604	-1		unprocessed_pseudogene
ENSG00000144188	97025981	97031636	-1	TRIM43CP	unprocessed_pseudogene
ENSG00000230343	97034442	97034706	1		unprocessed_pseudogene
ENSG00000236847	97035461	97037549	-1		unprocessed_pseudogene
ENSG00000270748	97046588	97046891	1	IGKV2OR2-1	IG_V_pseudogene
ENSG00000271402	97050729	97051028	1	IGKV2OR2-2	IG_V_pseudogene
ENSG00000204670	97060128	97060415	1	IGKV1OR2-3	IG_V_pseudogene
ENSG00000188383	97081098	97083249	1	GPAT2P2	unprocessed_pseudogene
ENSG00000144199	97083583	97094882	-1	FAHD2B	protein_coding
ENSG00000279791	97094935	97097433	1		TEC
ENSG00000275655	97100587	97100874	1	RN7SL313P	misc_RNA
ENSG00000135976	97113496	97264521	1	ANKRD36	protein_coding
ENSG00000277701	97281904	97291780	1		lincRNA
ENSG00000237837	97301729	97304151	1		lincRNA
ENSG00000271351	97322137	97322423	-1	IGKV1OR2-9	IG_V_pseudogene
ENSG00000276050	97331533	97331843	-1	IGKV2OR2-10	IG_V_pseudogene
ENSG00000271015	97335671	97335974	-1	IGKV2OR2-7D	IG_V_pseudogene
ENSG00000270252	97348899	97349179	1	IGKV3OR2-5	IG_V_pseudogene
ENSG00000271569	97355059	97355335	1	IGKV1OR2-6	IG_V_pseudogene
ENSG00000270450	97372532	97372835	1	IGKV2OR2-7	IG_V_pseudogene
ENSG00000278537	97376674	97376973	1	IGKV2OR2-8	IG_V_pseudogene
ENSG00000270187	97386082	97386368	1	IGKV1OR2-11	IG_V_pseudogene
ENSG00000230606	97416165	97433527	-1		lincRNA
ENSG00000278766	97421075	97434847	1		lincRNA
ENSG00000196912	97492663	97589965	-1	ANKRD36B	protein_coding
ENSG00000235833	97523949	97524976	-1		processed_pseudogene
ENSG00000228970	97636780	97637803	-1	UBTFL6	unprocessed_pseudogene
ENSG00000135940	97646040	97648383	1	COX5B	protein_coding
ENSG00000115073	97655963	97664107	-1	ACTR1B	protein_coding
ENSG00000228486	97664217	97703064	1	C2orf92	protein_coding
ENSG00000201806	97664591	97664731	-1	RNU4-8P	snRNA
ENSG00000115085	97713560	97739862	1	ZAP70	protein_coding
ENSG00000075568	97756333	97995891	-1	TMEM131	protein_coding
ENSG00000235734	97827248	97827545	1	HMGN1P36	processed_pseudogene
ENSG00000238719	97913054	97913117	-1	RNU7-96P	snRNA
ENSG00000168658	98087116	98313299	1	VWA3B	protein_coding
ENSG00000231635	98206151	98207724	1	ATP5BP1	processed_pseudogene
ENSG00000222000	98331389	98356005	-1		antisense_RNA
ENSG00000144191	98346155	98398601	1	CNGA3	protein_coding
ENSG00000227987	98346995	98351140	1		sense_intronic
ENSG00000040933	98444854	98594390	1	INPP4A	protein_coding
ENSG00000183513	98599310	98608515	-1	COA5	protein_coding
ENSG00000115446	98608579	98618515	1	UNC50	protein_coding
ENSG00000071073	98619106	98731126	-1	MGAT4A	protein_coding
ENSG00000236564	98694109	98695490	1	YWHAQP5	processed_pseudogene
ENSG00000226791	98761938	98772920	-1		lincRNA
ENSG00000201070	98782410	98782548	1	RNU4-84P	snRNA
ENSG00000196872	98793846	98936259	-1	KIAA1211L	protein_coding
ENSG00000238830	98840675	98840736	-1	RNU7-46P	snRNA
ENSG00000135951	98997261	99154964	-1	TSGA10	protein_coding
ENSG00000231822	99102018	99102752	1		processed_pseudogene
ENSG00000273045	99141485	99151487	1	C2orf15	protein_coding
ENSG00000241962	99141485	99322741	1		protein_coding
ENSG00000144182	99154955	99163157	1	LIPT1	protein_coding
ENSG00000273155	99154998	99195298	1		protein_coding
ENSG00000158411	99161427	99181058	-1	MITD1	protein_coding
ENSG00000185414	99181079	99197626	1	MRPL30	protein_coding
ENSG00000185674	99242246	99255282	-1	LYG2	protein_coding
ENSG00000144214	99284238	99304742	-1	LYG1	protein_coding
ENSG00000115514	99318982	99340702	-1	TXNDC9	protein_coding
ENSG00000158417	99337353	99401326	1	EIF5B	protein_coding
ENSG00000135945	99400475	99490035	-1	REV1	protein_coding
ENSG00000273306	99405218	99405843	1		antisense_RNA
ENSG00000144218	99545419	100142739	-1	AFF3	protein_coding
ENSG00000230393	100104919	100107504	1		antisense_RNA
ENSG00000232084	100208254	100251484	1	LINC01104	lincRNA
ENSG00000170500	100273291	100322733	-1	LONRF2	protein_coding
ENSG00000269383	100370255	100370545	-1		processed_pseudogene
ENSG00000270699	100377421	100377532	1		processed_pseudogene
ENSG00000115526	100391860	100417656	-1	CHST10	protein_coding
ENSG00000238029	100425348	100426107	1		processed_pseudogene
ENSG00000204640	100470482	100483280	1	NMS	protein_coding
ENSG00000204637	100509277	100509612	1		processed_pseudogene
ENSG00000115539	100562690	100576735	1	PDCL3	protein_coding
ENSG00000227259	100591150	100591324	-1	HMGN2P22	processed_pseudogene
ENSG00000234988	100607028	100609358	1	LINC01849	lincRNA
ENSG00000226034	100660199	100660678	1	NANOGNBP1	processed_pseudogene
ENSG00000234169	100669892	100676038	-1	LINC01868	lincRNA
ENSG00000228488	100722221	100722882	-1		lincRNA
ENSG00000170485	100820152	100996829	1	NPAS2	protein_coding
ENSG00000232034	100822661	100847220	1		sense_intronic
ENSG00000230140	100972648	100977161	-1		antisense_RNA
ENSG00000223947	100993676	101002244	-1		antisense_RNA
ENSG00000071082	101001715	101024032	1	RPL31	protein_coding
ENSG00000204634	101007617	101252866	-1	TBC1D8	protein_coding
ENSG00000271532	101068378	101068656	1	BBIP1P1	processed_pseudogene
ENSG00000272902	101151660	101155412	1	TBC1D8-AS1	lincRNA
ENSG00000158435	101252802	101270316	1	CNOT11	protein_coding
ENSG00000163162	101271219	101308701	-1	RNF149	protein_coding
ENSG00000212283	101272936	101273049	-1	SNORD89	snoRNA
ENSG00000264857	101309450	101309534	1	MIR5696	miRNA
ENSG00000175874	101345551	101387595	-1	CREG2	protein_coding
ENSG00000226058	101375587	101376055	1		processed_pseudogene
ENSG00000196460	101397361	101474703	-1	RFX8	protein_coding
ENSG00000223826	101479390	101486822	1	LINC01870	lincRNA
ENSG00000237549	101509530	101510222	-1		processed_pseudogene
ENSG00000232556	101520834	101521976	-1		processed_pseudogene
ENSG00000071054	101696850	101894689	1	MAP4K4	protein_coding
ENSG00000281162	101962056	101987167	1	LINC01127	lincRNA
ENSG00000115590	101991844	102028544	1	IL1R2	protein_coding
ENSG00000115594	102064544	102179874	1	IL1R1	protein_coding
ENSG00000226925	102172621	102182108	-1		antisense_RNA
ENSG00000115598	102186973	102240002	1	IL1RL2	protein_coding
ENSG00000205716	102249857	102250255	-1	FAM183DP	processed_pseudogene
ENSG00000115602	102311502	102352037	1	IL1RL1	protein_coding
ENSG00000115604	102311529	102398775	1	IL18R1	protein_coding
ENSG00000236785	102411243	102412108	1	SDR42E1P5	processed_pseudogene
ENSG00000115607	102418689	102452565	1	IL18RAP	protein_coding
ENSG00000264764	102432289	102432366	1	MIR4772	miRNA
ENSG00000236525	102433957	102435340	1		sense_intronic
ENSG00000234389	102438713	102440475	1		sense_intronic
ENSG00000180251	102473303	102533972	1	SLC9A4	protein_coding
ENSG00000115616	102619707	102711318	1	SLC9A2	protein_coding
ENSG00000135953	102715840	102736888	-1	MFSD9	protein_coding
ENSG00000170417	102736905	103019900	1	TMEM182	protein_coding
ENSG00000277527	102873339	102895722	-1	LINC01796	lincRNA
ENSG00000224095	102967408	102984429	-1	LINC01935	lincRNA
ENSG00000227680	102987323	102988565	1		lincRNA
ENSG00000229209	103109759	103176260	-1		lincRNA
ENSG00000227623	103275904	103276138	1		processed_pseudogene
ENSG00000236596	103494241	103495842	1		processed_pseudogene
ENSG00000221849	103527620	103529261	1		processed_pseudogene
ENSG00000231723	103623630	103623830	1		processed_pseudogene
ENSG00000232597	103856659	103880209	-1		lincRNA
ENSG00000236141	103865746	103869688	-1		lincRNA
ENSG00000256637	103874310	104077778	1	LINC01965	lincRNA
ENSG00000273515	103953098	103953284	-1		misc_RNA
ENSG00000228968	104125268	104147229	-1		lincRNA
ENSG00000233955	104395002	104396280	-1	AHCYP3	processed_pseudogene
ENSG00000227157	104411201	104415612	1		lincRNA
ENSG00000225765	104412227	104414008	-1	LINC01831	lincRNA
ENSG00000235597	104433267	104520832	1	LINC01102	lincRNA
ENSG00000234781	104488458	104510509	-1	LINC01103	lincRNA
ENSG00000231626	104580821	104581890	-1		lincRNA
ENSG00000236109	104583152	104585354	1		lincRNA
ENSG00000230690	104659337	104664837	1		lincRNA
ENSG00000225669	104678223	104678673	1	RPL23AP27	processed_pseudogene
ENSG00000228528	104703758	104705509	1		lincRNA
ENSG00000279904	104706612	104707506	1		TEC
ENSG00000207249	104733234	104733362	1		snoRNA
ENSG00000234177	104746638	104757719	-1	LINC01114	lincRNA
ENSG00000213301	104771282	104771885	1	HMGB3P11	processed_pseudogene
ENSG00000233639	104807572	104853183	-1	LINC01158	processed_transcript
ENSG00000269707	104853285	104926052	1		sense_overlapping
ENSG00000198914	104855511	104858574	1	POU3F3	protein_coding
ENSG00000239587	104865407	104867496	-1		antisense_RNA
ENSG00000229743	104865497	104872595	-1	LINC01159	processed_transcript
ENSG00000224509	104936241	105038496	-1		antisense_RNA
ENSG00000135972	105037983	105099960	1	MRPS9	protein_coding
ENSG00000231851	105097052	105102944	-1		antisense_RNA
ENSG00000226508	105144113	105145424	1	LINC01918	lincRNA
ENSG00000135973	105241743	105243049	1	GPR45	protein_coding
ENSG00000272861	105249404	105249794	-1		lincRNA
ENSG00000135966	105264391	105330034	-1	TGFBRAP1	protein_coding
ENSG00000235319	105324210	105330529	1		lincRNA
ENSG00000272994	105334027	105337475	-1		lincRNA
ENSG00000135974	105337359	105349211	1	C2orf49	protein_coding
ENSG00000115641	105357712	105438513	-1	FHL2	protein_coding
ENSG00000238273	105363038	105378839	1		antisense_RNA
ENSG00000071051	105744897	105894274	1	NCK2	protein_coding
ENSG00000235522	105846534	105857177	-1		antisense_RNA
ENSG00000234162	105959084	105962006	-1		lincRNA
ENSG00000119147	106063246	106078159	1	C2orf40	protein_coding
ENSG00000115652	106093303	106194339	-1	UXS1	protein_coding
ENSG00000233339	106179542	106183797	1		antisense_RNA
ENSG00000273595	106207394	106208115	1		processed_pseudogene
ENSG00000213295	106247369	106247741	1		processed_pseudogene
ENSG00000224061	106253231	106253717	-1		processed_pseudogene
ENSG00000230353	106288803	106289053	-1		processed_pseudogene
ENSG00000233939	106304755	106305197	1		processed_pseudogene
ENSG00000227513	106344566	106345433	1		processed_pseudogene
ENSG00000229682	106368209	106368876	-1		processed_pseudogene
ENSG00000235486	106369724	106378247	1		unprocessed_pseudogene
ENSG00000240935	106382171	106393031	1	PLGLA	transcribed_unprocessed_pseudogene
ENSG00000153165	106391290	106468376	-1	RGPD3	protein_coding
ENSG00000237666	106470799	106477669	-1		unprocessed_pseudogene
ENSG00000254126	106487427	106506940	1	CD8B2	transcribed_unprocessed_pseudogene
ENSG00000231505	106521903	106538079	-1		lincRNA
ENSG00000232001	106543014	106544297	1		lincRNA
ENSG00000214199	106697331	106698676	-1	EEF1A1P12	processed_pseudogene
ENSG00000144057	106801600	106887108	-1	ST6GAL2	protein_coding
ENSG00000238250	106822923	106825031	-1	ST6GAL2-IT1	sense_intronic
ENSG00000227294	106834464	106841207	1		antisense_RNA
ENSG00000229360	106940880	106941482	-1	PPP1R2P5	processed_pseudogene
ENSG00000226905	106963193	106963674	1		processed_pseudogene
ENSG00000229457	107254691	107365873	-1	LINC01789	lincRNA
ENSG00000225588	107362282	107407329	1		lincRNA
ENSG00000237880	107385632	107542649	-1	LINC01885	lincRNA
ENSG00000224568	107529487	107556326	1	LINC01886	lincRNA
ENSG00000232991	107754112	107822129	1	GACAT1	lincRNA
ENSG00000230651	107823063	107826891	-1	RGPD4-AS1	lincRNA
ENSG00000196862	107826937	107890841	1	RGPD4	protein_coding
ENSG00000233494	107902997	107903134	-1		processed_pseudogene
ENSG00000227270	107903964	107904241	1		unprocessed_pseudogene
ENSG00000237745	107914948	107915286	1		processed_pseudogene
ENSG00000235325	107920763	107921248	-1		processed_pseudogene
ENSG00000115665	107986523	108013994	1	SLC5A7	protein_coding
ENSG00000231221	108049200	108052755	-1	LINC01593	lincRNA
ENSG00000229890	108099110	108099492	1	ACTP1	processed_pseudogene
ENSG00000225328	108167748	108217841	-1	LINC01594	antisense_RNA
ENSG00000236877	108226015	108226331	-1	SETD6P1	processed_pseudogene
ENSG00000196228	108247195	108265351	1	SULT1C3	protein_coding
ENSG00000227597	108276812	108277942	1	WASF1P1	processed_pseudogene
ENSG00000198203	108288639	108309915	1	SULT1C2	protein_coding
ENSG00000261209	108317725	108318611	1	SULT1C2P2	unprocessed_pseudogene
ENSG00000237223	108322238	108353799	1	SULT1C2P1	transcribed_unprocessed_pseudogene
ENSG00000271070	108367116	108367938	1	GMCL1P2	processed_pseudogene
ENSG00000198075	108377911	108388057	1	SULT1C4	protein_coding
ENSG00000271284	108423612	108423885	1	SMIM12P1	processed_pseudogene
ENSG00000135968	108448561	108509415	1	GCC2	protein_coding
ENSG00000214184	108507515	108534196	-1	GCC2-AS1	antisense_RNA
ENSG00000169756	108534355	108687246	1	LIMS1	protein_coding
ENSG00000228763	108676795	108678601	-1	LIMS1-AS1	antisense_RNA
ENSG00000233648	108694750	108694893	-1		processed_pseudogene
ENSG00000235644	108712262	108712900	-1	RPL10P5	processed_pseudogene
ENSG00000153201	108719481	108785811	1	RANBP2	protein_coding
ENSG00000163006	108786757	108885477	1	CCDC138	protein_coding
ENSG00000227470	108878308	108878460	1		processed_pseudogene
ENSG00000135960	108894471	108989372	-1	EDAR	protein_coding
ENSG00000277628	109124357	109124609	-1		misc_RNA
ENSG00000259863	109127327	109128930	-1	SH3RF3-AS1	lincRNA
ENSG00000172985	109129348	109504632	1	SH3RF3	protein_coding
ENSG00000264934	109141490	109141588	-1	MIR4265	miRNA
ENSG00000228551	109251422	109251646	1	SNRPGP9	processed_pseudogene
ENSG00000265965	109313571	109313625	-1	MIR4266	miRNA
ENSG00000186522	109542982	109614206	-1	SEPT10	protein_coding
ENSG00000237916	109552536	109552846	1		processed_pseudogene
ENSG00000230696	109594693	109605698	-1		sense_intronic
ENSG00000198142	109614334	109618990	1	SOWAHC	protein_coding
ENSG00000230603	109665209	109665742	1		processed_pseudogene
ENSG00000231099	109667128	109668002	1	BMS1P19	processed_pseudogene
ENSG00000233307	109732731	109733136	1		processed_pseudogene
ENSG00000233707	109737139	109737523	-1	RPL22P11	processed_pseudogene
ENSG00000282033	109758799	109760364	-1		lincRNA
ENSG00000015568	109792758	109857695	1	RGPD5	protein_coding
ENSG00000256977	109898428	109924868	1	LIMS3	protein_coding
ENSG00000284337	109898432	109968557	1		protein_coding
ENSG00000186148	109933161	109974085	1		transcribed_unprocessed_pseudogene
ENSG00000283684	109937438	109985124	1		processed_transcript
ENSG00000240069	109984058	109984988	1	GPAA1P1	transcribed_processed_pseudogene
ENSG00000225108	109986939	109988394	-1	ZBTB45P1	processed_pseudogene
ENSG00000204588	109987063	109996140	1	LINC01123	lincRNA
ENSG00000235721	110007675	110010783	1		processed_pseudogene
ENSG00000229730	110012265	110012601	-1		processed_pseudogene
ENSG00000283283	110022447	110035270	-1		unprocessed_pseudogene
ENSG00000265682	110069961	110070042	-1	MIR4267	miRNA
ENSG00000144063	110083870	110116566	-1	MALL	protein_coding
ENSG00000264979	110086433	110086523	-1	MIR4436B1	miRNA
ENSG00000144061	110122311	110205066	-1	NPHP1	protein_coding
ENSG00000233370	110184054	110185179	1		processed_pseudogene
ENSG00000175701	110211529	110245420	-1	LINC00116	protein_coding
ENSG00000261760	110231106	110272050	1		transcribed_unprocessed_pseudogene
ENSG00000282304	110245591	110285856	1		processed_transcript
ENSG00000282785	110279606	110285681	1		transcribed_unprocessed_pseudogene
ENSG00000263881	110284853	110284943	1	MIR4436B2	miRNA
ENSG00000283167	110335525	110348944	1		unprocessed_pseudogene
ENSG00000226991	110358790	110359126	1		processed_pseudogene
ENSG00000230650	110360608	110363737	-1		processed_pseudogene
ENSG00000175772	110375138	110384442	-1	LINC01106	lincRNA
ENSG00000226065	110383112	110384642	1	ZBTB45P2	processed_pseudogene
ENSG00000230596	110386377	110388163	-1	GPAA1P2	transcribed_processed_pseudogene
ENSG00000273471	110386411	110433673	-1		processed_transcript
ENSG00000184115	110397406	110435166	-1		transcribed_unprocessed_pseudogene
ENSG00000257207	110402934	110473075	-1		protein_coding
ENSG00000256671	110446640	110473075	-1	LIMS4	protein_coding
ENSG00000227574	110449242	110451064	1		antisense_RNA
ENSG00000231583	110500100	110500235	1		unprocessed_pseudogene
ENSG00000183054	110513812	110577185	-1	RGPD6	protein_coding
ENSG00000231536	110610916	110612404	1		antisense_RNA
ENSG00000216867	110633947	110634333	1		processed_pseudogene
ENSG00000169679	110637698	110678114	-1	BUB1	protein_coding
ENSG00000235881	110709575	110716595	-1		lincRNA
ENSG00000153093	110732573	111118222	1	ACOXL	protein_coding
ENSG00000236330	110967834	110968719	1	RPL5P9	processed_pseudogene
ENSG00000204581	111098345	111115588	-1	ACOXL-AS1	antisense_RNA
ENSG00000153094	111119378	111168447	1	BCL2L11	protein_coding
ENSG00000230499	111195963	111206494	1		lincRNA
ENSG00000172965	111196350	111495100	-1	MIR4435-2HG	lincRNA
ENSG00000227992	111203964	111206215	-1		processed_pseudogene
ENSG00000271590	111210995	111212476	-1		lincRNA
ENSG00000229118	111265283	111279880	1		lincRNA
ENSG00000270190	111266868	111267473	-1		lincRNA
ENSG00000226928	111295629	111296046	-1	RPS14P4	processed_pseudogene
ENSG00000266139	111321013	111321086	-1	MIR4435-2	miRNA
ENSG00000279191	111321433	111324812	-1		TEC
